,carat,cut,color,clarity,depth,table,price,x,y,z
5739,0.41,Ideal,H,VVS1,60.5,55.0,971,4.83,4.89,2.94
5740,1.01,Good,E,SI1,64.2,59.0,5232,6.27,6.19,4.0
5741,0.27,Ideal,F,VVS2,62.0,55.0,760,4.14,4.16,2.57
5742,1.2,Good,F,VS1,64.0,56.0,6209,6.63,6.58,4.23
5743,0.7,Very Good,G,VS2,63.3,56.0,2657,5.63,5.59,3.55
5744,0.75,Ideal,E,SI1,61.3,57.0,3053,5.84,5.91,3.6
5745,0.44,Ideal,E,SI1,62.6,56.0,1040,4.9,4.84,3.05
5746,0.53,Very Good,E,SI2,63.4,56.0,1227,5.18,5.16,3.28
5747,1.01,Fair,H,VS2,64.5,60.0,4751,6.3,6.25,4.05
5748,0.96,Very Good,D,SI2,60.2,63.0,3419,6.36,6.3,3.81
5749,0.3,Ideal,E,VVS1,61.7,58.0,862,4.28,4.31,2.65
5750,1.01,Premium,H,SI2,58.8,58.0,4242,6.62,6.57,3.88
5751,2.14,Very Good,I,VS2,59.7,57.0,16914,8.41,8.48,5.04
5752,0.8,Good,H,VS2,63.4,60.0,2845,5.92,5.82,3.72
5753,0.51,Ideal,F,VS1,60.2,56.0,1765,5.22,5.24,3.15
5754,0.53,Ideal,F,VS1,61.7,55.0,2046,5.18,5.22,3.21
5755,1.01,Ideal,G,VS2,61.6,57.0,6159,6.41,6.44,3.96
5756,1.0,Very Good,F,VS1,61.6,56.0,7504,6.41,6.44,3.96
5757,0.63,Good,I,VS2,56.1,65.0,1440,5.73,5.78,3.23
5758,0.41,Ideal,G,VS1,60.8,56.0,899,4.79,4.82,2.92
5759,0.7,Very Good,H,VS1,62.2,57.0,2145,5.67,5.72,3.54
5760,0.41,Ideal,F,VVS1,62.3,57.0,1356,4.77,4.73,2.96
5761,1.01,Fair,I,SI2,66.1,58.0,3054,6.21,6.04,4.05
5762,1.41,Ideal,H,SI2,62.0,56.0,8030,7.17,7.24,4.47
5763,0.53,Ideal,E,SI1,60.6,57.0,1607,5.27,5.23,3.18
5764,0.52,Very Good,G,SI1,59.4,60.0,1267,5.23,5.28,3.12
5765,0.51,Premium,E,VS2,61.6,58.0,1567,5.18,5.15,3.18
5766,1.91,Ideal,G,SI2,62.2,55.0,12816,7.94,7.9,4.93
5767,1.01,Good,I,VS1,63.8,57.0,4016,6.31,6.23,4.0
5768,0.96,Premium,F,SI1,60.6,62.0,4480,6.39,6.35,3.86
5769,0.36,Premium,E,VS2,59.3,59.0,1013,4.68,4.6,2.75
5770,0.24,Very Good,E,VVS2,62.9,59.0,552,3.97,4.01,2.51
5771,0.97,Premium,H,SI1,61.9,60.0,4172,6.37,6.3,3.92
5772,0.23,Very Good,E,VVS1,60.9,58.0,530,3.95,3.96,2.41
5773,0.33,Ideal,E,VVS2,60.7,55.0,898,4.49,4.5,2.73
5774,1.04,Premium,D,SI2,62.4,56.0,5292,6.5,6.45,4.04
5775,1.02,Premium,G,VS2,62.0,57.0,5581,6.48,6.43,4.0
5776,1.23,Very Good,J,VS2,62.8,59.0,4960,6.75,6.82,4.26
5777,0.31,Ideal,H,VS2,62.2,55.0,628,4.39,4.35,2.72
5778,0.72,Fair,G,VS1,66.4,57.0,2396,5.6,5.51,3.69
5779,1.6,Ideal,G,VVS1,60.8,56.0,16339,7.58,7.54,4.6
5780,1.03,Very Good,G,VS1,63.0,56.0,6539,6.43,6.46,4.06
5781,0.31,Premium,F,SI1,60.5,60.0,516,4.37,4.39,2.65
5782,0.4,Ideal,F,SI2,61.5,56.0,764,4.75,4.78,2.93
5783,0.69,Very Good,I,VS2,63.3,57.0,2070,5.64,5.57,3.55
5784,1.29,Very Good,G,SI2,63.2,54.0,4045,6.96,6.94,4.39
5785,0.5,Ideal,D,VS2,62.3,55.0,1845,5.11,5.07,3.17
5786,0.54,Ideal,F,SI2,60.8,56.0,1235,5.26,5.34,3.22
5787,1.22,Ideal,H,SI2,61.7,56.0,5703,6.83,6.91,4.24
5788,1.08,Very Good,J,SI2,63.2,59.0,3810,6.57,6.4,4.1
5789,1.29,Very Good,G,VS1,62.3,58.0,9105,6.98,7.01,4.36
5790,0.32,Premium,G,VS2,62.5,58.0,561,4.36,4.38,2.73
5791,0.31,Ideal,E,SI1,62.7,54.0,544,4.35,4.36,2.73
5792,0.25,Very Good,D,VVS2,58.8,59.0,575,4.11,4.16,2.43
5793,0.72,Ideal,G,VS1,61.3,56.0,3478,5.75,5.8,3.54
5794,0.42,Very Good,I,VVS2,61.7,55.0,771,4.81,4.85,2.98
5795,1.02,Very Good,F,SI2,60.0,60.0,4207,6.53,6.57,3.93
5796,0.8,Very Good,F,VS1,63.8,55.0,3603,5.84,5.89,3.74
5797,1.07,Ideal,F,VS2,62.4,55.0,7483,6.53,6.57,4.09
5798,0.71,Ideal,F,VVS2,61.2,55.0,3705,5.73,5.84,3.54
5799,0.3,Ideal,E,VVS2,61.9,58.0,766,4.27,4.29,2.65
5800,1.13,Ideal,E,VVS1,61.8,57.0,13485,6.66,6.71,4.13
5801,0.59,Premium,H,VS2,60.2,60.0,1590,5.45,5.42,3.27
5802,1.1,Very Good,E,SI1,61.3,58.0,4791,6.64,6.71,4.09
5803,0.34,Ideal,F,IF,61.4,57.0,1276,4.49,4.5,2.76
5804,0.34,Ideal,I,VS2,61.5,55.0,495,4.53,4.55,2.79
5805,0.7,Very Good,F,SI1,60.3,59.0,2312,5.73,5.78,3.47
5806,0.61,Premium,F,SI1,60.4,56.0,1359,5.47,5.43,3.29
5807,1.57,Very Good,I,VS1,62.7,58.0,10682,7.41,7.43,4.65
5808,1.2,Ideal,G,VS1,61.7,56.0,5766,6.84,6.77,4.2
5809,0.51,Ideal,H,VVS2,61.0,57.0,1574,5.22,5.18,3.17
5810,0.27,Very Good,F,VVS2,61.8,57.0,682,4.15,4.17,2.57
5811,0.56,Premium,E,VS1,62.6,58.0,1930,5.23,5.28,3.29
5812,0.32,Premium,I,VS2,62.6,58.0,576,4.42,4.37,2.75
5813,1.52,Premium,H,VS1,58.4,59.0,11853,7.55,7.52,4.4
5814,0.41,Ideal,G,VVS1,62.4,55.0,1068,4.74,4.78,2.97
5815,0.3,Premium,F,VVS2,61.1,59.0,945,4.32,4.29,2.63
5816,0.56,Ideal,H,VVS1,61.7,55.0,1941,5.3,5.33,3.28
5817,0.42,Ideal,H,SI1,62.2,57.0,898,4.8,4.78,2.98
5818,0.51,Premium,E,VS1,61.8,58.0,1758,5.13,5.09,3.16
5819,0.71,Premium,F,VS2,60.8,58.0,2694,5.79,5.76,3.51
5820,0.35,Very Good,G,VVS1,61.8,57.0,859,4.5,4.53,2.79
5821,0.51,Ideal,G,VS1,59.0,59.0,1632,5.25,5.28,3.11
5822,0.3,Ideal,I,VVS2,62.6,56.0,515,4.26,4.3,2.68
5823,0.33,Premium,F,VS2,62.2,58.0,854,4.44,4.43,2.76
5824,0.42,Ideal,F,SI1,60.9,55.0,992,4.88,4.84,2.96
5825,1.06,Very Good,E,SI1,59.6,57.0,5328,6.62,6.67,3.96
5826,0.78,Ideal,G,VS2,62.6,57.0,3325,5.87,5.91,3.69
5827,0.5,Premium,G,SI1,63.0,56.0,1138,5.07,5.02,3.18
5828,0.93,Good,G,SI1,63.8,58.0,4452,6.09,6.14,3.9
5829,1.08,Ideal,I,SI1,62.6,53.9,5049,6.51,6.56,4.09
5830,0.93,Very Good,F,SI1,59.8,58.0,4256,6.32,6.39,3.8
5831,0.52,Very Good,E,SI2,64.0,55.0,1059,5.07,5.11,3.26
5832,0.23,Very Good,F,VVS1,61.8,57.0,583,3.94,3.96,2.44
5833,0.35,Ideal,E,VVS1,61.8,56.0,905,4.5,4.53,2.79
5834,1.04,Ideal,G,VS2,62.0,57.0,6458,6.5,6.49,4.03
5835,0.7,Ideal,G,SI1,62.7,57.0,2352,5.69,5.64,3.55
5836,1.01,Premium,G,VS2,62.4,58.0,5999,6.38,6.41,3.99
5837,0.33,Good,I,SI1,63.6,57.0,445,4.39,4.42,2.8
5838,0.53,Very Good,J,VS2,63.3,56.0,1122,5.18,5.12,3.26
5839,1.01,Good,H,SI1,60.3,64.0,4642,6.53,6.5,3.93
5840,1.62,Very Good,H,VS2,62.6,58.0,10912,7.57,7.45,4.7
5841,0.7,Very Good,F,SI1,62.3,58.0,2161,5.62,5.78,3.55
5842,1.03,Ideal,F,VS2,60.7,56.0,6662,6.58,6.56,3.99
5843,1.02,Very Good,E,SI1,63.7,55.0,7277,6.29,6.4,4.04
5844,0.77,Ideal,E,SI1,61.0,56.0,3827,5.92,5.94,3.62
5845,0.33,Premium,I,VS1,62.7,58.0,668,4.43,4.4,2.77
5846,0.3,Premium,G,IF,58.4,62.0,1071,4.43,4.4,2.58
5847,0.32,Ideal,E,VVS2,61.9,54.0,843,4.41,4.44,2.74
5848,0.33,Ideal,G,IF,61.6,53.0,984,4.43,4.47,2.74
5849,0.37,Ideal,D,VS2,61.0,56.0,1124,4.7,4.65,2.85
5850,0.52,Ideal,H,VS1,61.7,55.0,1665,5.17,5.21,3.2
5851,0.44,Premium,F,VS1,61.9,59.0,1155,4.88,4.84,3.01
5852,0.9,Very Good,G,SI1,63.8,53.0,3615,6.1,6.16,3.91
5853,1.32,Ideal,I,VS2,60.8,57.0,7209,7.07,7.02,4.28
5854,1.17,Ideal,H,SI1,61.1,57.0,6368,6.77,6.83,4.16
5855,1.12,Ideal,G,VS1,61.0,56.0,7495,6.72,6.76,4.11
5856,0.3,Very Good,E,VS2,62.1,62.0,575,4.21,4.26,2.63
5857,1.0,Premium,F,SI2,61.4,61.0,4749,6.47,6.4,3.95
5858,0.9,Very Good,D,SI1,61.6,54.0,3880,6.18,6.25,3.83
5859,0.32,Good,D,SI1,63.7,55.0,706,4.33,4.31,2.75
5860,1.01,Very Good,I,SI1,62.0,58.0,3832,6.43,6.47,4.0
5861,1.01,Good,F,VS2,63.9,58.0,6446,6.39,6.32,4.06
5862,0.66,Very Good,E,SI2,61.3,57.2,1769,5.59,5.66,3.45
5863,0.71,Premium,E,SI1,59.5,62.0,2629,5.85,5.74,3.45
5864,1.2,Very Good,F,VS2,62.9,57.0,9331,6.78,6.71,4.24
5865,0.48,Premium,F,SI1,61.1,61.0,1170,5.05,5.0,3.07
5866,0.7,Ideal,E,SI1,61.4,57.0,2777,5.76,5.7,3.52
5867,0.8,Premium,H,SI2,61.6,59.0,2409,5.92,5.86,3.63
5868,0.7,Very Good,H,SI1,62.6,57.0,1830,5.64,5.7,3.55
5869,1.5,Premium,G,VS2,62.5,59.0,12196,7.28,7.32,4.56
5870,0.47,Premium,I,SI2,61.5,62.0,814,5.01,4.95,3.06
5871,1.41,Very Good,H,SI1,62.9,57.0,7956,7.04,7.08,4.44
5872,0.41,Premium,F,VS2,62.8,58.0,1107,4.73,4.69,2.96
5873,2.04,Fair,E,SI2,65.4,55.0,12799,7.87,7.93,5.17
5874,0.34,Ideal,F,VS2,62.1,56.0,880,4.51,4.47,2.79
5875,1.2,Very Good,H,SI2,62.1,59.0,5280,6.75,6.8,4.21
5876,0.4,Good,J,VS1,63.2,57.0,631,4.7,4.73,2.98
5877,0.51,Ideal,D,VS2,61.6,56.0,1882,5.17,5.15,3.18
5878,0.91,Good,G,SI1,63.1,63.0,3506,6.11,6.16,3.87
5879,1.6,Ideal,I,SI2,61.9,57.0,8530,7.51,7.48,4.64
5880,0.59,Premium,D,VVS2,62.6,58.0,2515,5.34,5.4,3.36
5881,0.31,Ideal,E,VVS2,61.6,55.0,816,4.35,4.38,2.69
5882,1.11,Ideal,I,SI2,61.9,57.0,4377,6.62,6.66,4.11
5883,0.9,Very Good,H,VS1,63.0,59.0,4136,6.1,6.13,3.85
5884,0.23,Very Good,E,VS2,60.8,58.0,402,3.98,4.02,2.43
5885,0.62,Ideal,G,IF,62.2,54.0,2655,5.46,5.51,3.41
5886,0.51,Ideal,F,VS2,61.4,56.0,1687,5.16,5.13,3.16
5887,0.59,Very Good,F,SI1,63.0,56.0,1424,5.3,5.34,3.35
5888,0.23,Very Good,F,VVS1,60.7,55.0,525,3.98,4.0,2.42
5889,0.39,Ideal,E,VVS2,61.9,55.0,1034,4.7,4.74,2.92
5890,0.33,Ideal,D,VS2,61.8,56.0,781,4.4,4.44,2.73
5891,1.0,Fair,F,SI1,66.4,57.0,4256,6.21,6.14,4.1
5892,0.32,Premium,H,IF,60.7,58.0,1116,4.47,4.46,2.71
5893,0.83,Very Good,E,SI1,62.1,58.0,3002,6.01,6.04,3.74
5894,1.02,Premium,D,VS2,62.7,58.0,7101,6.44,6.35,4.01
5895,0.4,Ideal,H,SI1,62.9,56.0,855,4.7,4.65,2.94
5896,0.72,Very Good,J,SI1,61.1,57.0,1866,5.75,5.8,3.53
5897,0.32,Ideal,G,VS2,61.4,55.0,561,4.4,4.46,2.72
5898,0.5,Good,D,SI1,63.2,59.0,1395,5.02,5.04,3.18
5899,0.33,Ideal,D,VS2,60.9,55.0,781,4.46,4.5,2.73
5900,0.32,Ideal,I,VS1,62.3,57.0,648,4.42,4.37,2.74
5901,0.3,Ideal,D,VS2,61.4,55.0,710,4.32,4.34,2.66
5902,0.9,Premium,F,SI2,61.5,59.0,3704,6.23,6.2,3.82
5903,0.54,Ideal,D,SI1,61.5,56.0,1662,5.23,5.25,3.22
5904,1.12,Ideal,H,SI2,62.4,54.0,5178,6.65,6.68,4.16
5905,1.0,Ideal,G,VVS2,59.8,54.0,7885,6.58,6.54,3.92
5906,1.45,Very Good,F,VS2,62.6,58.0,11667,7.12,7.2,4.48
5907,0.91,Premium,F,SI2,59.1,60.0,3845,6.36,6.3,3.74
5908,1.5,Very Good,J,VS1,61.7,58.0,8039,7.29,7.33,4.51
5909,0.5,Good,G,VVS2,63.9,58.0,1806,5.05,5.0,3.21
5910,1.01,Very Good,E,VS1,60.9,55.0,7094,6.48,6.58,3.98
5911,0.34,Ideal,E,VS2,62.6,57.0,745,4.45,4.47,2.79
5912,1.2,Very Good,G,VS2,63.5,57.0,8032,6.76,6.66,4.26
5913,0.3,Ideal,H,VVS1,61.1,56.0,650,4.33,4.37,2.66
5914,0.32,Ideal,F,VS1,61.9,55.0,876,4.41,4.4,2.73
5915,0.51,Very Good,I,VS2,60.3,63.0,1068,5.16,5.13,3.1
5916,0.53,Ideal,G,VVS2,61.7,54.5,1993,5.2,5.26,3.23
5917,1.05,Ideal,H,SI1,61.4,57.0,5095,6.49,6.54,4.0
5918,0.79,Premium,F,VS2,60.7,60.0,3089,5.95,5.97,3.62
5919,0.59,Fair,F,VS2,64.4,56.0,2443,5.31,5.28,3.41
5920,0.8,Good,F,SI1,63.8,59.0,2890,5.87,5.83,3.73
5921,0.5,Premium,F,VS2,61.3,60.0,1654,5.13,5.08,3.13
5922,0.3,Ideal,D,VS2,61.4,54.0,710,4.33,4.34,2.66
5923,2.42,Premium,J,SI2,58.5,59.0,16198,8.85,8.82,5.17
5924,0.94,Very Good,F,SI2,62.6,57.0,3938,6.25,6.27,3.92
5925,1.03,Premium,F,VS2,60.5,59.0,5330,6.6,6.52,3.97
5926,0.24,Premium,D,VVS2,59.5,62.0,668,4.06,4.04,2.41
5927,0.5,Ideal,F,SI1,59.9,57.0,1286,5.19,5.16,3.1
5928,0.71,Very Good,G,SI1,63.4,56.0,2364,5.64,5.68,3.59
5929,2.02,Premium,I,VS2,59.0,59.0,17893,8.34,8.27,4.9
5930,0.91,Premium,E,I1,59.6,59.0,2464,6.29,6.32,3.76
5931,0.32,Ideal,D,VVS1,62.6,57.0,917,4.34,4.41,2.74
5932,1.08,Very Good,G,VS2,62.3,58.0,6415,6.5,6.54,4.06
5933,1.12,Ideal,G,SI2,62.2,55.0,4955,6.68,6.64,4.14
5934,1.33,Very Good,J,VS2,63.9,57.0,5913,6.91,6.96,4.43
5935,0.9,Very Good,D,VS1,63.4,58.0,5511,6.15,6.09,3.88
5936,0.35,Premium,D,VS2,62.0,58.0,829,4.54,4.56,2.82
5937,0.35,Ideal,G,VS1,61.1,56.0,923,4.55,4.58,2.79
5938,0.7,Very Good,H,VS1,61.2,55.0,2453,5.68,5.72,3.49
5939,0.71,Ideal,I,VS1,62.0,58.0,2266,5.75,5.72,3.55
5940,0.78,Very Good,E,SI1,59.8,57.0,3385,5.98,6.02,3.59
5941,1.1,Ideal,H,SI1,61.4,55.0,5424,6.68,6.7,4.11
5942,0.24,Ideal,F,VS2,62.2,57.0,419,3.96,4.01,2.48
5943,0.56,Good,E,SI2,63.5,57.0,1172,5.21,5.24,3.32
5944,0.3,Ideal,D,VS2,61.5,58.0,670,4.27,4.31,2.64
5945,1.51,Ideal,D,SI1,61.9,57.0,11942,7.42,7.35,4.57
5946,1.51,Premium,G,SI1,60.3,59.0,9710,7.39,7.44,4.47
5947,0.51,Ideal,G,VS1,62.0,56.0,1656,5.06,5.16,3.17
5948,0.45,Ideal,G,VVS2,61.2,56.0,1213,4.96,4.91,3.02
5949,0.53,Very Good,G,SI2,60.8,58.0,1070,5.19,5.21,3.16
5950,1.05,Fair,I,VS1,58.9,66.0,4281,6.71,6.6,3.92
5951,1.0,Premium,F,SI2,61.7,57.0,3853,6.42,6.35,3.94
5952,0.71,Ideal,J,VS1,61.9,55.0,2034,5.75,5.69,3.54
5953,0.6,Very Good,E,VS1,60.0,58.0,2270,5.5,5.56,3.32
5954,0.53,Ideal,F,VS2,61.1,56.0,1631,5.22,5.26,3.2
5955,0.38,Good,F,VS2,63.4,62.0,713,4.52,4.56,2.88
5956,0.34,Premium,I,VVS2,61.3,57.0,765,4.52,4.49,2.76
5957,1.0,Fair,I,SI1,56.4,61.0,3920,6.58,6.55,3.7
5958,1.24,Premium,G,VS1,62.0,55.0,8449,6.95,6.89,4.29
5959,1.02,Very Good,J,SI1,63.1,60.0,3879,6.35,6.4,4.02
5960,1.29,Ideal,J,VVS1,61.2,56.0,6918,7.01,7.05,4.3
5961,0.9,Ideal,D,SI1,62.4,55.0,5656,6.15,6.19,3.85
5962,1.17,Ideal,G,VS1,61.8,57.0,8639,6.76,6.8,4.19
5963,0.81,Ideal,E,VS2,60.4,57.0,3231,6.02,6.06,3.65
5964,0.72,Ideal,I,VS1,60.7,57.0,2539,5.78,5.81,3.51
5965,0.52,Ideal,E,SI1,61.4,57.0,1429,5.18,5.15,3.17
5966,0.72,Very Good,D,VS2,61.8,58.0,3075,5.73,5.76,3.55
5967,0.4,Premium,G,IF,59.8,58.0,1397,4.85,4.79,2.88
5968,0.71,Very Good,F,SI1,61.1,57.0,2333,5.71,5.74,3.5
5969,0.37,Premium,F,VS2,61.2,58.0,746,4.63,4.69,2.85
5970,0.35,Ideal,H,IF,60.5,56.0,921,4.56,4.59,2.77
5971,0.72,Very Good,J,SI1,62.7,56.0,1666,5.66,5.72,3.57
5972,1.2,Premium,F,SI2,59.9,58.0,6055,6.96,6.9,4.15
5973,0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81
5974,1.02,Premium,G,VS2,62.6,59.0,5978,6.39,6.43,4.01
5975,0.37,Premium,H,VS1,60.9,60.0,649,4.6,4.63,2.81
5976,2.0,Good,G,VS2,64.1,55.0,17898,7.94,7.88,5.07
5977,0.36,Premium,F,VS2,61.4,58.0,932,4.6,4.56,2.81
5978,1.05,Very Good,G,SI1,59.1,57.0,4429,6.63,6.73,3.95
5979,0.46,Ideal,J,VVS1,62.5,56.0,953,4.89,4.93,3.07
5980,1.7,Ideal,J,VS1,60.9,58.0,10589,7.73,7.68,4.69
5981,1.0,Ideal,J,SI2,62.1,56.0,3465,6.34,6.41,3.96
5982,1.01,Ideal,E,VS2,62.5,54.0,7597,6.39,6.42,4.0
5983,0.4,Ideal,D,VS1,61.3,54.0,1053,4.76,4.8,2.93
5984,0.38,Ideal,D,VS1,62.2,57.0,1140,4.66,4.63,2.89
5985,0.72,Very Good,F,VVS2,59.2,63.0,3952,5.77,5.86,3.44
5986,0.9,Very Good,F,VS1,62.5,58.0,4961,6.1,6.15,3.83
5987,0.5,Ideal,G,VS2,62.2,54.1,1601,5.07,5.12,3.17
5988,1.02,Very Good,G,VVS2,63.1,59.0,7942,6.45,6.38,4.05
5989,1.01,Premium,E,SI2,61.6,56.0,4751,6.45,6.4,3.96
5990,1.22,Good,I,VS1,59.2,61.0,6713,7.01,6.95,4.13
5991,0.91,Very Good,D,SI1,62.3,60.0,4746,6.15,6.21,3.85
5992,1.54,Ideal,F,VS2,61.0,56.0,17029,7.44,7.49,4.55
5993,0.31,Ideal,G,SI2,62.2,54.0,436,4.36,4.39,2.72
5994,1.24,Very Good,J,SI2,62.8,58.0,4789,6.77,6.83,4.27
5995,0.78,Good,G,SI2,57.9,63.0,1720,6.05,6.0,3.49
5996,0.7,Premium,D,VS1,61.6,60.0,3229,5.63,5.6,3.46
5997,0.31,Good,G,VS1,63.1,59.0,625,4.27,4.29,2.7
5998,1.0,Very Good,F,VVS2,61.4,58.0,8216,6.36,6.41,3.92
5999,0.52,Premium,E,SI1,61.6,58.0,1605,5.17,5.12,3.17
6000,1.06,Ideal,G,SI1,62.0,56.0,5159,6.52,6.55,4.05
6001,0.31,Ideal,F,SI1,62.3,56.0,707,4.38,4.35,2.72
6002,1.01,Premium,H,I1,58.1,59.0,3167,6.66,6.6,0.0
6003,1.2,Ideal,G,VS2,62.4,54.7,8040,6.79,6.85,4.25
6004,0.96,Good,G,SI1,56.6,63.0,3522,6.52,6.39,3.67
6005,0.44,Ideal,H,SI1,61.9,57.0,941,4.92,4.9,3.04
6006,1.03,Ideal,E,SI1,62.0,53.0,5608,6.47,6.5,4.02
6007,1.06,Ideal,H,SI1,62.7,57.0,4196,6.53,6.48,4.08
6008,0.57,Very Good,G,I1,59.5,56.9,929,5.42,5.46,3.24
6009,1.0,Very Good,F,IF,63.2,63.0,10046,6.26,6.24,3.95
6010,0.34,Premium,E,VS1,58.0,60.0,757,4.63,4.61,2.68
6011,0.31,Ideal,H,VS1,62.4,55.0,544,4.33,4.36,2.71
6012,1.0,Very Good,D,SI1,60.1,60.0,4697,6.47,6.55,3.91
6013,0.56,Very Good,F,VVS1,61.7,56.0,2321,5.26,5.3,3.26
6014,1.84,Premium,H,SI1,59.7,58.0,13905,8.01,7.98,4.77
6015,1.54,Fair,E,SI1,64.7,56.0,12581,7.28,7.22,4.69
6016,2.01,Ideal,F,SI2,60.0,56.0,17220,8.17,8.22,4.92
6017,0.71,Very Good,D,SI1,61.1,56.0,2724,5.74,5.78,3.52
6018,0.75,Premium,E,SI1,59.9,54.0,2760,6.0,5.96,3.58
6019,1.01,Good,G,VS1,58.7,62.0,6247,6.49,6.55,3.83
6020,1.02,Ideal,H,VVS2,62.1,55.0,6797,6.5,6.46,4.02
6021,0.4,Premium,D,SI2,60.4,59.0,666,4.8,4.83,2.91
6022,1.02,Very Good,E,SI1,63.5,55.0,5245,6.3,6.37,4.02
6023,0.31,Premium,D,VS2,60.7,59.0,734,4.35,4.38,2.65
6024,1.5,Very Good,J,SI1,62.5,58.0,6987,7.24,7.29,4.54
6025,0.4,Ideal,D,VS2,60.8,59.0,917,4.71,4.76,2.88
6026,1.52,Premium,H,SI1,61.0,58.0,9700,7.44,7.39,4.52
6027,1.29,Very Good,I,VS2,61.3,58.0,6099,6.98,7.04,4.3
6028,1.51,Very Good,H,SI1,63.3,57.0,10053,7.23,7.34,4.61
6029,0.86,Ideal,D,SI1,62.8,56.0,3709,6.05,6.08,3.81
6030,1.01,Ideal,D,VVS1,62.5,55.0,11767,6.44,6.39,4.01
6031,0.37,Ideal,F,SI2,60.9,56.0,572,4.65,4.68,2.84
6032,1.23,Ideal,F,VS2,61.9,57.0,9759,6.86,6.9,4.26
6033,0.24,Ideal,H,VVS1,62.4,56.0,449,3.99,4.03,2.5
6034,0.37,Ideal,H,IF,61.7,53.0,936,4.66,4.68,2.88
6035,0.97,Very Good,G,SI1,61.0,59.0,4504,6.36,6.4,3.89
6036,0.9,Good,G,SI1,63.7,56.0,3074,6.1,6.06,3.87
6037,0.33,Very Good,G,VS1,59.7,61.0,666,4.44,4.47,2.66
6038,1.57,Premium,J,VS1,60.8,61.0,7190,7.6,7.49,4.59
6039,1.53,Premium,G,VS2,59.4,59.0,13077,7.55,7.51,4.47
6040,1.24,Premium,G,VVS2,59.9,60.0,10388,7.0,6.98,4.19
6041,0.42,Good,I,VVS1,59.2,61.0,867,4.88,4.91,2.9
6042,0.54,Very Good,F,SI1,59.3,60.0,1376,5.32,5.37,3.17
6043,1.01,Good,H,VS1,63.8,59.0,5515,6.34,6.3,4.03
6044,0.74,Good,H,SI1,62.4,65.0,2362,5.78,5.71,3.59
6045,1.06,Ideal,I,VS2,61.6,57.0,5748,6.53,6.58,4.04
6046,0.74,Premium,D,SI1,62.4,59.0,3036,5.73,5.8,3.6
6047,0.34,Premium,I,SI1,59.2,61.0,574,4.58,4.57,2.71
6048,2.01,Premium,J,VS1,60.2,61.0,12963,8.23,8.16,4.93
6049,1.55,Premium,F,VS1,61.6,56.0,15801,7.45,7.38,4.57
6050,0.71,Ideal,J,VS2,62.4,54.0,1899,5.72,5.76,3.58
6051,0.3,Ideal,I,VVS2,62.1,56.0,515,4.29,4.31,2.67
6052,0.71,Premium,D,VS1,58.1,62.0,3090,5.89,5.84,3.41
6053,0.31,Ideal,E,VS2,60.5,56.0,872,4.41,4.38,2.66
6054,1.08,Ideal,D,SI1,62.7,57.0,6539,6.52,6.56,4.1
6055,0.31,Ideal,H,VVS1,62.7,54.0,907,4.38,4.33,2.73
6056,0.33,Ideal,D,VS1,61.2,55.0,978,4.48,4.51,2.75
6057,1.51,Ideal,F,SI1,62.4,56.0,11950,7.34,7.4,4.6
6058,0.71,Good,G,VS1,63.5,55.0,2853,5.64,5.66,3.59
6059,0.58,Ideal,F,VS2,62.4,57.0,1798,5.31,5.33,3.32
6060,0.75,Very Good,H,SI2,61.9,56.0,2228,5.79,5.87,3.61
6061,0.58,Very Good,D,VVS2,63.0,56.0,2400,5.28,5.35,3.35
6062,2.03,Premium,E,SI1,62.9,57.0,16629,8.04,7.98,5.04
6063,0.73,Ideal,G,SI2,61.1,57.0,2376,5.8,5.82,3.55
6064,1.04,Good,G,VS2,61.4,65.0,5601,6.53,6.47,3.99
6065,0.71,Very Good,D,SI1,61.0,58.0,2683,5.71,5.87,3.53
6066,0.33,Ideal,I,VVS2,62.7,54.0,743,4.45,4.42,2.78
6067,0.82,Very Good,I,SI1,62.3,58.0,2602,5.94,6.0,3.72
6068,1.02,Ideal,E,IF,62.2,56.0,12030,6.44,6.38,3.99
6069,0.7,Good,E,SI2,61.0,64.0,2116,5.63,5.69,3.45
6070,1.51,Premium,H,SI2,62.4,58.0,8388,7.36,7.31,4.58
6071,0.3,Premium,D,VS2,61.7,58.0,911,4.32,4.3,2.66
6072,1.01,Very Good,F,VS1,62.5,60.0,7079,6.36,6.41,3.99
6073,0.72,Ideal,F,SI2,61.6,57.0,2074,5.75,5.68,3.52
6074,1.23,Very Good,H,SI1,62.5,56.0,7313,6.79,6.82,4.25
6075,0.52,Ideal,E,VVS2,60.9,56.0,2220,5.21,5.24,3.18
6076,0.5,Premium,F,VVS2,62.7,56.0,1987,5.08,5.03,3.17
6077,0.3,Ideal,G,VS1,61.1,56.0,673,4.36,4.35,2.66
6078,0.58,Premium,J,VS2,59.5,62.0,1233,5.44,5.41,3.23
6079,0.43,Premium,G,VVS1,62.2,58.0,1207,4.78,4.83,2.99
6080,0.32,Ideal,J,IF,61.0,57.0,521,4.42,4.46,2.71
6081,0.4,Premium,D,SI1,60.9,60.0,884,4.78,4.74,2.9
6082,1.23,Ideal,H,SI1,63.0,56.0,5889,6.83,6.79,4.29
6083,0.9,Fair,D,SI2,65.9,59.0,3205,6.0,5.95,3.94
